Price,Address,Status,Type,Style,Age,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Air Conditioning,Fireplace,Handicap Equipped,Furnished,Laundry,Pets,Stories,Basement,Elevator,Energy Certificate,Heating,Green PIS,Exterior,Private Entrance,Central A/C Included,Garage,Cross Street,Water Included,Heating Included,Hydro Included,Municipality_District,Building Insurance Included,Bedroom Plus,Room Plus,Size,Age_cabecalho,Walk Score,Added
"$2,200",92 - 70 Cass Avenue,Lease,Condo Townhouse,2-Storey,Ausente,Toronto,Tam O'Shanter-Sullivan,3,1,1,3,N,None,Central Air,N,Ausente,Y,Shared,Restrict,1,None,Ausente,Ausente,Gas,Ausente,Brick,Y,Y,0.0,Warden/Sheppard,Y,Y,Ausente,Toronto E05,Y,0,0,700-799 sqft,No Data,49,"Jun 29, 2023 (2 days ago)"
"$2,450",604 - 150 Logan Avenue,Lease,Condo Apt,Apartment,New,Toronto,South Riverdale,1,1,1,3,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,6,None,Y,N,Gas,N,Brick,N,Y,0.0,Eastern & Logan,Y,Y,Ausente,Toronto E01,Y,0,0,0-499 sqft,New,92,"Jun 29, 2023 (2 days ago)"
"$2,700",2508 - 28 Ted Rogers Way,Lease,Condo Apt,Apartment,6-10,Toronto,Church-Yonge Corridor,1,1,1,5,N,Open,Central Air,N,Ausente,Part,Ensuite,N,24,None,Ausente,Ausente,Gas,Ausente,Concrete,Y,Ausente,0.0,Bloor / Jarvis,Y,Y,Ausente,Toronto C08,Y,1,0,600-699 sqft,6-10 years,92,"Jun 29, 2023 (2 days ago)"
"$749,000",1100 - 28 Pemberton Avenue,Sale,Condo Apt,Apartment,Ausente,Toronto,Newtonbrook East,2,2,1,5,N,Open,Central Air,N,Ausente,Ausente,Ausente,Restrict,11,None,Ausente,Ausente,Gas,Ausente,Concrete,Ausente,Y,1.0,Yonge & Finch,Y,Y,Y,Toronto C14,Y,0,0,900-999 sqft,No Data,56,"Jun 19, 2023 (12 days ago)"
"$3,850",309 - 2230 Lake Shore Boulevard W,Lease,Condo Apt,Apartment,Ausente,Toronto,Mimico,2,2,1,6,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,4,None,Ausente,Ausente,Gas,Ausente,Brick,Y,Y,1.0,Parklawn & Lake Shore,Y,Y,Ausente,Toronto W06,Y,1,0,1000-1199 sqft,No Data,71,"Jun 29, 2023 (2 days ago)"
"$2,350",2615 - 195 Redpath Avenue,Lease,Condo Apt,Apartment,Ausente,Toronto,Mount Pleasant West,1,1,1,4,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,25,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Ausente,0.0,Yonge & Eglinton,Y,Y,Ausente,Toronto C10,Y,0,0,0-499 sqft,No Data,86,"Jun 29, 2023 (2 days ago)"
"$2,850",1011 - 15 Singer Court,Lease,Condo Apt,Apartment,6-10,Toronto,Bayview Village,1,2,1,4,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,9,None,Y,Ausente,Gas,Ausente,Concrete,N,Y,1.0,Leslie/Sheppard Ave E,Ausente,Ausente,Ausente,Toronto C15,Y,1,0,700-799 sqft,6-10 years,39,"Jun 29, 2023 (2 days ago)"
"$2,950",703 - 1 Clairtrell Road,Lease,Comm Element Condo,Apartment,Ausente,Toronto,Willowdale East,2,1,1,5,Y,Encl,Central Air,N,Ausente,N,Ensuite,N,7,None,Ausente,Ausente,Gas,Ausente,Brick,N,Y,1.0,Bayview And Sheppard,Y,Y,Y,Toronto C14,Y,0,0,800-899 sqft,No Data,43,"Jun 29, 2023 (2 days ago)"
"$2,400",1306 - 3220 Sheppard Avenue E,Lease,Condo Apt,Apartment,0-5,Toronto,Tam O'Shanter-Sullivan,1,1,1,3,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,13,None,Ausente,Ausente,Gas,Ausente,Brick,Y,Ausente,1.0,Sheppard Ave E & Pharmac Ave,Ausente,Ausente,Ausente,Toronto E05,Y,0,0,500-599 sqft,0-5 years,45,"Jun 29, 2023 (2 days ago)"
"$3,450",618 - 85 Wood Street,Lease,Condo Apt,Apartment,0-5,Toronto,Church-Yonge Corridor,2,2,1,6,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,6,None,Y,Ausente,Grnd Srce,Ausente,Concrete,Y,Y,0.0,Church/Carlton,Ausente,Y,Ausente,Toronto C08,Y,1,0,700-799 sqft,0-5 years,99,"Jun 29, 2023 (2 days ago)"
"$3,200",Ph04 - 195 Redpath Avenue,Lease,Condo Apt,Apartment,Ausente,Toronto,Mount Pleasant East,1,2,1,4,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,37,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,1.0,Yonge/ Eglinton,Y,Y,Ausente,Toronto C10,Ausente,0,0,600-699 sqft,No Data,86,"Jun 29, 2023 (2 days ago)"
"$3,100",113 - 99 The Donway N/a W,Lease,Condo Apt,Apartment,6-10,Toronto,Banbury-Don Mills,1,2,1,5,N,Terr,Central Air,N,Ausente,N,Ensuite,N,1,None,Ausente,Ausente,Gas,Ausente,Brick,N,Y,2.0,Don Mills & Lawrence,Y,Y,Ausente,Toronto C13,Y,1,0,600-699 sqft,6-10 years,70,"Jun 29, 2023 (2 days ago)"
